"DEPARTURES_SCHEDULED","PASSENGERS","CARRIER","CARRIER_NAME","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","AIRCRAFT_TYPE","YEAR","MONTH",
0.00,0.00,"PFQ","Asia Pacific","OAK","Oakland, CA","BFI","Seattle, WA","622",2017,12,
0.00,0.00,"PFQ","Asia Pacific","ONT","Ontario, CA","BFI","Seattle, WA","622",2017,12,
0.00,0.00,"PFQ","Asia Pacific","ONT","Ontario, CA","GEG","Spokane, WA","622",2017,12,
0.00,0.00,"PFQ","Asia Pacific","ONT","Ontario, CA","OAK","Oakland, CA","622",2017,12,
0.00,0.00,"PFQ","Asia Pacific","PDX","Portland, OR","ONT","Ontario, CA","622",2017,12,
0.00,0.00,"PFQ","Asia Pacific","PPG","Pago Pago, TT","HNL","Honolulu, HI","622",2017,12,
0.00,1147.00,"Z3","PM Air, LLC","EYW","Key West, FL","RBN","Fort Jefferson, FL","042",2017,12,
0.00,1152.00,"Z3","PM Air, LLC","RBN","Fort Jefferson, FL","EYW","Key West, FL","042",2017,12,
0.00,186.00,"D8","Norwegian Air International Ltd.","PVD","Providence, RI","BDL","Hartford, CT","838",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ADK","Adak Island, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ADQ","Kodiak, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ADQ","Kodiak, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","ADK","Adak Island, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","BET","Bethel, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","BET","Bethel, AK","617",2017,12,
0.00,30.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","BRW","Barrow, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","BRW","Barrow, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","BRW","Barrow, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","JNU","Juneau, AK","617",2017,12,
0.00,162.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","LAX","Los Angeles, CA","634",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","OME","Nome, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","OME","Nome, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","OTZ","Kotzebue, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","OTZ","Kotzebue, AK","617",2017,12,
0.00,528.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","RDB","Red Dog, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","SCC","Deadhorse, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","SCC","Deadhorse, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","SEA","Seattle, WA","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","SEA","Seattle, WA","617",2017,12,
0.00,15.00,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK","YAK","Yakutat, AK","612",2017,12,
0.00,564.00,"AS","Alaska Airlines Inc.","AUS","Austin, TX","PDX","Portland, OR","634",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","BET","Bethel, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","BET","Bethel, AK","ANC","Anchorage, AK","617",2017,12,
0.00,62.00,"AS","Alaska Airlines Inc.","BFI","Seattle, WA","DFW","Dallas/Fort Worth, TX","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","BFI","Seattle, WA","SEA","Seattle, WA","888",2017,12,
0.00,130.00,"AS","Alaska Airlines Inc.","BIL","Billings, MT","SEA","Seattle, WA","614",2017,12,
0.00,159.00,"AS","Alaska Airlines Inc.","BLI","Bellingham, WA","PDX","Portland, OR","614",2017,12,
0.00,168.00,"AS","Alaska Airlines Inc.","BLI","Bellingham, WA","PDX","Portland, OR","888",2017,12,
0.00,178.00,"AS","Alaska Airlines Inc.","BOS","Boston, MA","DTW","Detroit, MI","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","BRW","Barrow, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","BRW","Barrow, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","BRW","Barrow, AK","SCC","Deadhorse, AK","612",2017,12,
0.00,285.00,"AS","Alaska Airlines Inc.","BUR","Burbank, CA","PDX","Portland, OR","888",2017,12,
0.00,130.00,"AS","Alaska Airlines Inc.","BUR","Burbank, CA","SEA","Seattle, WA","634",2017,12,
0.00,378.00,"AS","Alaska Airlines Inc.","BUR","Burbank, CA","SEA","Seattle, WA","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","CDV","Cordova, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","CDV","Cordova, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","CDV","Cordova, AK","SEA","Seattle, WA","617",2017,12,
0.00,130.00,"AS","Alaska Airlines Inc.","DCA","Washington, DC","BIL","Billings, MT","614",2017,12,
0.00,169.00,"AS","Alaska Airlines Inc.","DEN","Denver, CO","PDX","Portland, OR","888",2017,12,
0.00,89.00,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX","BFI","Seattle, WA","888",2017,12,
0.00,81.00,"AS","Alaska Airlines Inc.","DTW","Detroit, MI","SEA","Seattle, WA","612",2017,12,
0.00,171.00,"AS","Alaska Airlines Inc.","EWR","Newark, NJ","DTW","Detroit, MI","888",2017,12,
0.00,169.00,"AS","Alaska Airlines Inc.","EWR","Newark, NJ","ONT","Ontario, CA","888",2017,12,
0.00,155.00,"AS","Alaska Airlines Inc.","EWR","Newark, NJ","PSP","Palm Springs, CA","614",2017,12,
0.00,98.00,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI","ANC","Anchorage, AK","888",2017,12,
0.00,150.00,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI","LIH","Lihue, HI","614",2017,12,
0.00,155.00,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI","SAN","San Diego, CA","888",2017,12,
0.00,154.00,"AS","Alaska Airlines Inc.","IAH","Houston, TX","MCO","Orlando, FL","888",2017,12,
0.00,153.00,"AS","Alaska Airlines Inc.","JFK","New York, NY","PAE","Everett, WA","614",2017,12,
0.00,29.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","ANC","Anchorage, AK","634",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","CDV","Cordova, AK","612",2017,12,
0.00,98.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","KTN","Ketchikan, AK","612",2017,12,
0.00,85.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","KTN","Ketchikan, AK","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","KTN","Ketchikan, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","KTN","Ketchikan, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","SEA","Seattle, WA","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","SEA","Seattle, WA","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","SIT","Sitka, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","JNU","Juneau, AK","SIT","Sitka, AK","617",2017,12,
0.00,116.00,"AS","Alaska Airlines Inc.","KOA","Kona, HI","HNL","Honolulu, HI","614",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","CDV","Cordova, AK","617",2017,12,
0.00,231.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","JNU","Juneau, AK","617",2017,12,
0.00,101.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","SEA","Seattle, WA","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","SEA","Seattle, WA","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","SEA","Seattle, WA","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","SIT","Sitka, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK","SIT","Sitka, AK","617",2017,12,
0.00,80.00,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA","SFO","San Francisco, CA","614",2017,12,
0.00,169.00,"AS","Alaska Airlines Inc.","MCO","Orlando, FL","DEN","Denver, CO","888",2017,12,
0.00,86.00,"AS","Alaska Airlines Inc.","OGG","Kahului, HI","HNL","Honolulu, HI","614",2017,12,
0.00,155.00,"AS","Alaska Airlines Inc.","OGG","Kahului, HI","PDX","Portland, OR","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OME","Nome, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OME","Nome, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OME","Nome, AK","CDV","Cordova, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OME","Nome, AK","OTZ","Kotzebue, AK","612",2017,12,
0.00,15.00,"AS","Alaska Airlines Inc.","ONT","Ontario, CA","SAN","San Diego, CA","888",2017,12,
0.00,121.00,"AS","Alaska Airlines Inc.","ONT","Ontario, CA","SNA","Santa Ana, CA","614",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK","ADQ","Kodiak, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK","ADQ","Kodiak, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK","OME","Nome, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK","OME","Nome, AK","617",2017,12,
0.00,153.00,"AS","Alaska Airlines Inc.","PAE","Everett, WA","SEA","Seattle, WA","614",2017,12,
0.00,418.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","AUS","Austin, TX","634",2017,12,
0.00,171.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","BUR","Burbank, CA","888",2017,12,
0.00,154.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","IAH","Houston, TX","888",2017,12,
0.00,168.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","KOA","Kona, HI","888",2017,12,
0.00,159.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","OGG","Kahului, HI","888",2017,12,
0.00,90.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","ONT","Ontario, CA","888",2017,12,
0.00,179.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","SFO","San Francisco, CA","612",2017,12,
0.00,97.00,"AS","Alaska Airlines Inc.","PDX","Portland, OR","SLC","Salt Lake City, UT","614",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","PSG","Petersburg, AK","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","PSG","Petersburg, AK","JNU","Juneau, AK","617",2017,12,
0.00,122.00,"AS","Alaska Airlines Inc.","PSP","Palm Springs, CA","LAS","Las Vegas, NV","888",2017,12,
0.00,140.00,"AS","Alaska Airlines Inc.","PSP","Palm Springs, CA","ONT","Ontario, CA","888",2017,12,
0.00,157.00,"AS","Alaska Airlines Inc.","PSP","Palm Springs, CA","SAN","San Diego, CA","614",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","PSP","Palm Springs, CA","SAN","San Diego, CA","614",2017,12,
0.00,136.00,"AS","Alaska Airlines Inc.","PSP","Palm Springs, CA","SNA","Santa Ana, CA","614",2017,12,
0.00,657.00,"AS","Alaska Airlines Inc.","RDB","Red Dog, AK","ANC","Anchorage, AK","612",2017,12,
0.00,121.00,"AS","Alaska Airlines Inc.","RDU","Raleigh/Durham, NC","STL","St. Louis, MO","888",2017,12,
0.00,163.00,"AS","Alaska Airlines Inc.","SAN","San Diego, CA","HNL","Honolulu, HI","888",2017,12,
0.00,310.00,"AS","Alaska Airlines Inc.","SAN","San Diego, CA","LAX","Los Angeles, CA","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SCC","Deadhorse, AK","BRW","Barrow, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SCC","Deadhorse, AK","BRW","Barrow, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","ANC","Anchorage, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","BFI","Seattle, WA","888",2017,12,
0.00,145.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","BUR","Burbank, CA","634",2017,12,
0.00,513.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","BUR","Burbank, CA","888",2017,12,
0.00,75.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","DTW","Detroit, MI","612",2017,12,
0.00,112.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","FAI","Fairbanks, AK","612",2017,12,
0.00,319.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","HNL","Honolulu, HI","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","JNU","Juneau, AK","617",2017,12,
0.00,169.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","KOA","Kona, HI","888",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","KTN","Ketchikan, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","KTN","Ketchikan, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","PSG","Petersburg, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","PSG","Petersburg, AK","617",2017,12,
0.00,228.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","SFO","San Francisco, CA","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","SIT","Sitka, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","SIT","Sitka, AK","617",2017,12,
0.00,66.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","WRG","Wrangell, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","WRG","Wrangell, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","YAK","Yakutat, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SEA","Seattle, WA","YAK","Yakutat, AK","617",2017,12,
0.00,181.00,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA","PDX","Portland, OR","612",2017,12,
0.00,159.00,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA","SEA","Seattle, WA","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SIT","Sitka, AK","ANC","Anchorage, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SIT","Sitka, AK","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SIT","Sitka, AK","JNU","Juneau, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SIT","Sitka, AK","KTN","Ketchikan, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SIT","Sitka, AK","KTN","Ketchikan, AK","617",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SIT","Sitka, AK","SEA","Seattle, WA","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","SIT","Sitka, AK","SEA","Seattle, WA","617",2017,12,
0.00,175.00,"AS","Alaska Airlines Inc.","SJC","San Jose, CA","SAN","San Diego, CA","888",2017,12,
0.00,137.00,"AS","Alaska Airlines Inc.","SLC","Salt Lake City, UT","PDX","Portland, OR","614",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","WRG","Wrangell, AK","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","YAK","Yakutat, AK","JNU","Juneau, AK","612",2017,12,
0.00,0.00,"AS","Alaska Airlines Inc.","YAK","Yakutat, AK","JNU","Juneau, AK","617",2017,12,
0.00,261.00,"QX","Horizon Air","ANC","Anchorage, AK","SCC","Deadhorse, AK","482",2017,12,
0.00,288.00,"QX","Horizon Air","SCC","Deadhorse, AK","ANC","Anchorage, AK","482",2017,12,
0.00,111.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","ACY","Atlantic City, NJ","617",2017,12,
0.00,149.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","BOS","Boston, MA","617",2017,12,
0.00,140.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","CHA","Chattanooga, TN","617",2017,12,
0.00,135.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","CHS","Charleston, SC","617",2017,12,
0.00,134.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","CLE","Cleveland, OH","617",2017,12,
0.00,149.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","GSO","Greensboro/High Point, NC","617",2017,12,
0.00,128.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","ISP","Islip, NY","617",2017,12,
0.00,98.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","LBE","Latrobe, PA","617",2017,12,
0.00,111.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","MHT","Manchester, NH","617",2017,12,
0.00,128.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","OAJ","Jacksonville/Camp Lejeune, NC","617",2017,12,
0.00,149.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","PIT","Pittsburgh, PA","617",2017,12,
0.00,140.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","RDU","Raleigh/Durham, NC","617",2017,12,
0.00,138.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","RIC","Richmond, VA","617",2017,12,
0.00,138.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","SFB","Sanford, FL","617",2017,12,
0.00,87.00,"XP","XTRA Airways","ACY","Atlantic City, NJ","YNG","Youngstown/Warren, OH","617",2017,12,
0.00,15.00,"XP","XTRA Airways","AEX","Alexandria, LA","SAT","San Antonio, TX","617",2017,12,
0.00,140.00,"XP","XTRA Airways","ATL","Atlanta, GA","ACY","Atlantic City, NJ","617",2017,12,
0.00,88.00,"XP","XTRA Airways","ATW","Appleton, WI","CAK","Akron, OH","617",2017,12,
0.00,33.00,"XP","XTRA Airways","AUS","Austin, TX","YIP","Detroit, MI","617",2017,12,
0.00,59.00,"XP","XTRA Airways","BFM","Mobile, AL","TOL","Toledo, OH","617",2017,12,
0.00,117.00,"XP","XTRA Airways","BHM","Birmingham, AL","TPA","Tampa, FL","617",2017,12,
0.00,149.00,"XP","XTRA Airways","BOS","Boston, MA","PVD","Providence, RI","617",2017,12,
0.00,88.00,"XP","XTRA Airways","BWG","Bowling Green, KY","MCO","Orlando, FL","617",2017,12,
0.00,50.00,"XP","XTRA Airways","BWI","Baltimore, MD","SYR","Syracuse, NY","617",2017,12,
0.00,80.00,"XP","XTRA Airways","CAK","Akron, OH","ATW","Appleton, WI","617",2017,12,
0.00,140.00,"XP","XTRA Airways","CHA","Chattanooga, TN","ATL","Atlanta, GA","617",2017,12,
0.00,93.00,"XP","XTRA Airways","CHS","Charleston, SC","AGS","Augusta, GA","617",2017,12,
0.00,134.00,"XP","XTRA Airways","CLE","Cleveland, OH","ACY","Atlantic City, NJ","617",2017,12,
0.00,126.00,"XP","XTRA Airways","CLE","Cleveland, OH","DTW","Detroit, MI","617",2017,12,
0.00,74.00,"XP","XTRA Airways","CLT","Charlotte, NC","RDU","Raleigh/Durham, NC","617",2017,12,
0.00,143.00,"XP","XTRA Airways","CMH","Columbus, OH","DFW","Dallas/Fort Worth, TX","617",2017,12,
0.00,30.00,"XP","XTRA Airways","CMH","Columbus, OH","YIP","Detroit, MI","617",2017,12,
0.00,222.00,"XP","XTRA Airways","COU","Columbia, MO","HOU","Houston, TX","617",2017,12,
0.00,149.00,"XP","XTRA Airways","CRW","Charleston/Dunbar, WV","ACY","Atlantic City, NJ","617",2017,12,
0.00,131.00,"XP","XTRA Airways","CSG","Columbus, GA","ELP","El Paso, TX","617",2017,12,
0.00,149.00,"XP","XTRA Airways","DFW","Dallas/Fort Worth, TX","CMH","Columbus, OH","617",2017,12,
0.00,7.00,"XP","XTRA Airways","DTW","Detroit, MI","ATW","Appleton, WI","617",2017,12,
0.00,120.00,"XP","XTRA Airways","DTW","Detroit, MI","CLE","Cleveland, OH","617",2017,12,
0.00,15.00,"XP","XTRA Airways","ELP","El Paso, TX","SAT","San Antonio, TX","617",2017,12,
0.00,125.00,"XP","XTRA Airways","EWR","Newark, NJ","RIC","Richmond, VA","617",2017,12,
0.00,47.00,"XP","XTRA Airways","EWR","Newark, NJ","SYR","Syracuse, NY","617",2017,12,
0.00,116.00,"XP","XTRA Airways","FSD","Sioux Falls, SD","PSM","Portsmouth, NH","617",2017,12,
0.00,82.00,"XP","XTRA Airways","FSD","Sioux Falls, SD","YNG","Youngstown/Warren, OH","617",2017,12,
0.00,149.00,"XP","XTRA Airways","GSO","Greensboro/High Point, NC","ACY","Atlantic City, NJ","617",2017,12,
0.00,147.00,"XP","XTRA Airways","GSP","Greer, SC","MSY","New Orleans, LA","617",2017,12,
0.00,37.00,"XP","XTRA Airways","IND","Indianapolis, IN","PHL","Philadelphia, PA","617",2017,12,
0.00,120.00,"XP","XTRA Airways","ISP","Islip, NY","SHD","Staunton, VA","617",2017,12,
0.00,210.00,"XP","XTRA Airways","LBE","Latrobe, PA","ACY","Atlantic City, NJ","617",2017,12,
0.00,89.00,"XP","XTRA Airways","MCO","Orlando, FL","BWG","Bowling Green, KY","617",2017,12,
0.00,35.00,"XP","XTRA Airways","MDW","Chicago, IL","IND","Indianapolis, IN","617",2017,12,
0.00,44.00,"XP","XTRA Airways","MHT","Manchester, NH","MHT","Manchester, NH","617",2017,12,
0.00,68.00,"XP","XTRA Airways","MHT","Manchester, NH","PWM","Portland, ME","617",2017,12,
0.00,52.00,"XP","XTRA Airways","MIA","Miami, FL","EWR","Newark, NJ","617",2017,12,
0.00,126.00,"XP","XTRA Airways","MKC","Kansas City, MO","PNS","Pensacola, FL","617",2017,12,
0.00,128.00,"XP","XTRA Airways","OAJ","Jacksonville/Camp Lejeune, NC","PGV","Greenville, NC","617",2017,12,
0.00,94.00,"XP","XTRA Airways","ORF","Norfolk, VA","RIC","Richmond, VA","617",2017,12,
0.00,129.00,"XP","XTRA Airways","PGV","Greenville, NC","ACY","Atlantic City, NJ","617",2017,12,
0.00,38.00,"XP","XTRA Airways","PHL","Philadelphia, PA","MDW","Chicago, IL","617",2017,12,
0.00,149.00,"XP","XTRA Airways","PIT","Pittsburgh, PA","CRW","Charleston/Dunbar, WV","617",2017,12,
0.00,122.00,"XP","XTRA Airways","PNS","Pensacola, FL","MKC","Kansas City, MO","617",2017,12,
0.00,116.00,"XP","XTRA Airways","PSM","Portsmouth, NH","FSD","Sioux Falls, SD","617",2017,12,
0.00,149.00,"XP","XTRA Airways","PVD","Providence, RI","ACY","Atlantic City, NJ","617",2017,12,
0.00,112.00,"XP","XTRA Airways","PWM","Portland, ME","ACY","Atlantic City, NJ","617",2017,12,
0.00,288.00,"XP","XTRA Airways","RDU","Raleigh/Durham, NC","ACY","Atlantic City, NJ","617",2017,12,
0.00,137.00,"XP","XTRA Airways","RIC","Richmond, VA","ACY","Atlantic City, NJ","617",2017,12,
0.00,127.00,"XP","XTRA Airways","RIC","Richmond, VA","EWR","Newark, NJ","617",2017,12,
0.00,94.00,"XP","XTRA Airways","RIC","Richmond, VA","ORF","Norfolk, VA","617",2017,12,
0.00,15.00,"XP","XTRA Airways","SAT","San Antonio, TX","AZA","Phoenix, AZ","617",2017,12,
0.00,259.00,"XP","XTRA Airways","SAT","San Antonio, TX","BRO","Brownsville, TX","617",2017,12,
0.00,15.00,"XP","XTRA Airways","SAT","San Antonio, TX","CSG","Columbus, GA","617",2017,12,
0.00,15.00,"XP","XTRA Airways","SAT","San Antonio, TX","ELP","El Paso, TX","617",2017,12,
0.00,84.00,"XP","XTRA Airways","SAT","San Antonio, TX","IAH","Houston, TX","617",2017,12,
0.00,311.00,"XP","XTRA Airways","SAT","San Antonio, TX","LAX","Los Angeles, CA","617",2017,12,
0.00,92.00,"XP","XTRA Airways","SAT","San Antonio, TX","LRD","Laredo, TX","617",2017,12,
0.00,24.00,"XP","XTRA Airways","SAT","San Antonio, TX","TOL","Toledo, OH","617",2017,12,
0.00,45.00,"XP","XTRA Airways","SFB","Sanford, FL","JAX","Jacksonville, FL","617",2017,12,
0.00,120.00,"XP","XTRA Airways","SHD","Staunton, VA","ISP","Islip, NY","617",2017,12,
0.00,277.00,"XP","XTRA Airways","SHV","Shreveport, LA","TLH","Tallahassee, FL","617",2017,12,
0.00,50.00,"XP","XTRA Airways","SYR","Syracuse, NY","BWI","Baltimore, MD","617",2017,12,
0.00,61.00,"XP","XTRA Airways","SYR","Syracuse, NY","MIA","Miami, FL","617",2017,12,
0.00,93.00,"XP","XTRA Airways","TCL","Tuscaloosa, AL","MSY","New Orleans, LA","617",2017,12,
0.00,264.00,"XP","XTRA Airways","TLH","Tallahassee, FL","SHV","Shreveport, LA","617",2017,12,
0.00,55.00,"XP","XTRA Airways","TOL","Toledo, OH","AEX","Alexandria, LA","617",2017,12,
